Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,12550800,10846305,9739957,8194667
Liabilities,,,,
Total Liabilities,10361100,8529187,7369014,5951110
Stockholders' Equity,,,,
Common Stock,34100,33986,25867,23516
Retained Earnings,2410300,2552866,2106171,1947156
Total stockholders' equity,2188600,2316044,2369773,2242489
Total liabilities and stockholders' equity,12550800,10846305,9739957,8194667
