Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,16649000,15504000,16118000,13691000
Depreciation & amortization,-,1077000,867000,680000
Change in working capital,-,14895000,-3022000,-32084000
Inventory,-,-5090000,3222000,-1839000
Other working capital,-,24050000,12824000,-25869000
Other non-cash items,-,-741000,-309000,-1201000
Net cash provided by operating activites,-,29694000,16226000,-23545000
Investments in property plant and equipment,-,-5644000,-3402000,-2324000
Acquisitions net,-,-156000,-,-
Purchases of investments,-,-50000,-102000,-87000
Sales/Maturities of investments,-,55000,-,537000
Other investing activites,-,9000,10000,7000
Net cash used for investing activites,-,-5786000,-3383000,-1717000
Net change in cash,-,20279000,6283000,-28091000
Cash at beginning of period,-,28865000,22582000,50674000
Cash at end of period,-,49145000,28865000,22582000
Operating Cash Flow,-,29694000,16226000,-23545000
Capital Expenditure,-,-5644000,-3402000,-2324000
Free Cash Flow,-,24050000,12824000,-25869000
