Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,64184000,66093000,63459000,60850000
Depreciation & amortization,44341000,41637000,38432000,36961000
Change in working capital,-26372000,-27546000,-20487000,-13515000
Inventory,-18059000,-21288000,-11787000,-7466000
Other working capital,29195000,19020000,32535000,68416000
Other non-cash items,-351000,2441000,-1291000,7843000
Net cash provided by operating activites,86227000,85213000,82272000,108229000
Investments in property plant and equipment,-57032000,-66193000,-49737000,-39813000
Acquisitions net,-54587000,-1908000,-27143000,-2364000
Purchases of investments,-3975000,-2920000,-7470000,-2026000
Sales/Maturities of investments,16834000,5745000,1510000,18165000
Other investing activites,-1508000,2011000,17954000,-19478000
Net cash used for investing activites,-98895000,-62553000,-60881000,-44057000
Net change in cash,791000,-8514000,-13776000,22752000
Cash at beginning of period,66942000,76723000,89856000,67104000
Cash at end of period,67919000,68613000,76723000,89856000
Operating Cash Flow,86227000,85213000,82272000,108229000
Capital Expenditure,-57032000,-66193000,-49737000,-39813000
Free Cash Flow,29195000,19020000,32535000,68416000
