Breakdown,ttm,12/31/2018,12/31/2017,12/31/2016
Investments in property plant and equipment,-23067,-20620,-,-35545
Acquisitions net,-,-,-28914,-
Other investing activites,-,-,-,60000
Net cash used for investing activites,-20949,-15494,-25530,111017
Net change in cash,-13336,-97579,123513,29873
Cash at beginning of period,383810,454546,331033,301160
Cash at end of period,370094,356968,454546,331033
Capital Expenditure,-23067,-20620,-,-35545
Free Cash Flow,20739,-63187,161880,3335
