Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,5029226000,4772893000,4320364000
Liabilities,,,
Total Liabilities,4758011000,4504116000,4068006000
Stockholders' Equity,,,
Common Stock,26673000,26673000,26673000
Retained Earnings,169267000,167344000,159480000
Total stockholders' equity,263326000,261119000,243967000
Total liabilities and stockholders' equity,5029226000,4772893000,4320364000
