Breakdown,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Assets,569335,435329,338169,257462
Liabilities,,,,
Total Liabilities,26641,27055,14153,16833
Stockholders' Equity,,,,
Common Stock,26041,19071,17907,17907
Total stockholders' equity,542694,408274,324016,240629
Total liabilities and stockholders' equity,569335,435329,338169,257462
