Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1321523,1248070,922257,803399
Depreciation & amortization,-,377701,413247,381978
Stock based compensation,-,-,-,24383
Change in working capital,-,-455530,40674,-531939
Inventory,-,38313,292868,-414067
Other working capital,-,909290,1058266,507544
Other non-cash items,-,15983,-40463,44698
Net cash provided by operating activites,-,1108141,1287083,752269
Investments in property plant and equipment,-,-198851,-228817,-244725
Acquisitions net,-,-,-,-10657
Purchases of investments,-,-290000,-250000,-6640
Sales/Maturities of investments,-,101257,106000,95671
Other investing activites,-,-67735,-1819,-27046
Net cash used for investing activites,-,-398879,-269381,-167303
Net change in cash,-,548262,297471,165451
Cash at beginning of period,-,2065653,1668279,1502828
Cash at end of period,-,2613915,2065653,1668279
Operating Cash Flow,-,1108141,1287083,752269
Capital Expenditure,-,-198851,-228817,-244725
Free Cash Flow,-,909290,1058266,507544
