Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-338.783,-516.738,-,-,-1677
Sales/Maturities of investments,-,-,-,-,628.776
Net cash used for investing activites,-368.909,-516.738,-,-,-1048
Debt repayment,-,-,-,-,-203.14
Common stock issued,-,521.378,-,-,412.542
Common stock repurchased,-,-,-,-,-42.322
Net cash used privided by (used for) financing activities,-,2888,50,314.147,5749
Net change in cash,-529.305,367.604,19.019,-32.917,-1542
Cash at beginning of period,825.393,32.896,13.877,46.794,1589
Cash at end of period,296.088,400.5,32.896,13.877,46.794
Capital Expenditure,-338.783,-516.738,-,-,-1677
Free Cash Flow,-1216,-2520,-30.981,-347.064,-7920
