Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,7210143,5106617,5696491,6289682
Liabilities,,,,
Total Liabilities,1641862,1359706,1609805,1934048
Stockholders' Equity,,,,
Common Stock,5568361,5678776,5927042,6003373
Retained Earnings,80074,-1931864,-1840356,-1647738
Total stockholders' equity,5568281,3746911,4086686,4355635
Total liabilities and stockholders' equity,7210143,5106617,5696491,6289682
