Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,528765,528765,526788,520412,490555
Interest Expense,83903,83903,66192,42245,24547
Income Before Tax,173793,173793,171853,154345,139464
Income Tax Expense,23333,23333,22269,48715,31053
Income from Continuing Operations,150460,150460,149584,105630,108411
Net Income,150460,150460,149584,105630,108411
Net Income available to common shareholders,150460,150460,149584,105630,108411
Basic EPS,-,2.33,2.22,1.56,1.60
Diluted EPS,-,2.32,2.21,1.56,1.60
Basic Average Shares,-,64630,67505,67727,67620
Diluted Average Shares,-,64772,67659,67887,67784
