Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,6174032,5462092,5108442,4426348
Liabilities,,,,
Total Liabilities,5442842,4848165,4543005,3895316
Stockholders' Equity,,,,
Common Stock,468571,412546,412546,412726
Retained Earnings,271782,211345,160025,126462
Accumulated other comprehensive income,-1147,-8789,-4019,-2846
Total stockholders' equity,731190,613927,565437,531032
Total liabilities and stockholders' equity,6174032,5462092,5108442,4426348
