Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1061000,952000,577000,950571
Depreciation & amortization,-,410000,408000,314175
Change in working capital,-,-5000,-31000,14256
Inventory,-,-58000,142000,22261
Other working capital,-,1185000,452000,718734
Other non-cash items,-,98000,149000,-63519
Net cash provided by operating activites,-,1698000,915000,1537785
Investments in property plant and equipment,-,-513000,-463000,-819051
Acquisitions net,-,-,-6000,-
Purchases of investments,-,-2000000,0,-33211
Sales/Maturities of investments,-,2195000,0,1200000
Other investing activites,-,58000,-52000,-1900492
Net cash used for investing activites,-,-220000,-541000,-1572754
Net change in cash,-,945000,-158000,-717890
Cash at beginning of period,-,4065000,4224000,4942059
Cash at end of period,-,5010000,4065000,4224168
Operating Cash Flow,-,1698000,915000,1537785
Capital Expenditure,-,-513000,-463000,-819051
Free Cash Flow,-,1185000,452000,718734
