Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,19442000,19561000,37147000,35004000
Depreciation & amortization,30851000,22865000,21719000,20287000
Change in working capital,-418000,-8343000,-4676000,9725000
Inventory,-529000,-8113000,-,1305000
Other working capital,11315000,-16660000,21406000,25071000
Other non-cash items,862000,2321000,-,-
Net cash provided by operating activites,48807000,30844000,54626000,65254000
Investments in property plant and equipment,-37492000,-47504000,-33220000,-40183000
Acquisitions net,-120000,-38000,-22333000,-195000
Purchases of investments,-,-,-2482000,-8359000
Sales/Maturities of investments,-1006000,2286000,5444000,2481000
Other investing activites,-769000,-832000,-630000,1402000
Net cash used for investing activites,-38120000,-45110000,-49006000,-38271000
Net change in cash,8287000,-10182000,-22304000,15318000
Cash at beginning of period,46104000,58290000,82639000,67321000
Cash at end of period,53589000,48108000,60335000,82639000
Operating Cash Flow,48807000,30844000,54626000,65254000
Capital Expenditure,-37492000,-47504000,-33220000,-40183000
Free Cash Flow,11315000,-16660000,21406000,25071000
