Breakdown,4/30/2019,4/30/2018,4/30/2017,4/30/2016
Total Assets,2034499,1604516,1305263,850247
Liabilities,,,,
Total Liabilities,98853,52905,52738,48940
Stockholders' Equity,,,,
Common Stock,33456,33449,33122,33084
Total stockholders' equity,1935646,1551611,1252525,801307
Total liabilities and stockholders' equity,2034499,1604516,1305263,850247
