Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1477000,1105000,2037000,2589000
Depreciation & amortization,5754000,5268000,4414000,3729000
Change in working capital,-669000,-2387000,-703000,873000
Inventory,-450000,-353000,-670000,318000
Other working capital,-476000,-8048000,-5428000,2767000
Other non-cash items,2386000,392000,215000,-179000
Net cash provided by operating activites,9118000,2476000,4039000,6875000
Investments in property plant and equipment,-9594000,-10524000,-9467000,-4108000
Acquisitions net,-,-698000,-594000,-
Purchases of investments,-25000,-515000,-46000,-714000
Sales/Maturities of investments,1990000,1376000,4677000,126000
Other investing activites,152000,-489000,-397000,-137000
Net cash used for investing activites,-8913000,-10023000,-5835000,-4813000
Net change in cash,1297000,-4174000,-2807000,3180000
Cash at beginning of period,8924000,14606000,17414000,14234000
Cash at end of period,10200000,10432000,14606000,17414000
Operating Cash Flow,9118000,2476000,4039000,6875000
Capital Expenditure,-9594000,-10524000,-9467000,-4108000
Free Cash Flow,-476000,-8048000,-5428000,2767000
