Breakdown,ttm,2/28/2019,2/28/2018,2/28/2017
Net Income,-2195146,-1337594,-3669399,-470394
Depreciation & amortization,-,515781,813444,959218
Change in working capital,-,-972047,582249,655098
Inventory,-,-1074773,316707,803854
Other working capital,-,-24395,-1811720,1430636
Other non-cash items,-,167377,3251619,244006
Net cash provided by operating activites,-,389190,-906952,2248757
Investments in property plant and equipment,-,-413585,-904768,-818121
Acquisitions net,-,-728,-,-
Purchases of investments,-,-5934,-5999,-5999
Sales/Maturities of investments,-,30009,-,-
Other investing activites,-,260019,308397,-237315
Net cash used for investing activites,-,-130219,-602370,-1061435
Net change in cash,-,-573216,-1827744,-1268616
Cash at beginning of period,-,2564037,4391782,5660398
Cash at end of period,-,1990821,2564037,4391782
Operating Cash Flow,-,389190,-906952,2248757
Capital Expenditure,-,-413585,-904768,-818121
Free Cash Flow,-,-24395,-1811720,1430636
