Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,2593819,2522502,2340298,2032873
Liabilities,,,,
Total Liabilities,2284534,2249478,2084356,1826995
Stockholders' Equity,,,,
Common Stock,113179,112507,111138,72626
Retained Earnings,186867,164117,144197,132180
Accumulated other comprehensive income,5932,-6666,-2330,-1760
Total stockholders' equity,309285,273024,255942,205878
Total liabilities and stockholders' equity,2593819,2522502,2340298,2032873
