Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,-18862,141068,502243,188757
Depreciation & amortization,-,134145,149042,206252
Change in working capital,-,-268700,-362952,60001
Inventory,-,68400,-118588,258635
Other working capital,-,-219708,-36424,469526
Other non-cash items,-,-146801,112862,6889
Net cash provided by operating activites,-,-153494,57759,551938
Investments in property plant and equipment,-,-66214,-94183,-82412
Acquisitions net,-,-4393,-,-60000
Purchases of investments,-,-,-,-1538
Sales/Maturities of investments,-,487,9133,41722
Other investing activites,-,39183,9553,246776
Net cash used for investing activites,-,-28311,2534426,148261
Net change in cash,-,-165403,1050896,-385442
Cash at beginning of period,-,2093285,1042388,1427831
Cash at end of period,-,1927882,2093285,1042388
Operating Cash Flow,-,-153494,57759,551938
Capital Expenditure,-,-66214,-94183,-82412
Free Cash Flow,-,-219708,-36424,469526
