Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,13728000,14962000,10664000,9448000
Depreciation & amortization,-,14604000,14510000,14634000
Change in working capital,-,1421000,1486000,826000
Inventory,-,25000,-121000,58000
Other working capital,-,10882000,12870000,2306000
Other non-cash items,-,284000,3394000,871000
Net cash provided by operating activites,-,30585000,31081000,23679000
Investments in property plant and equipment,-,-19703000,-18211000,-21373000
Acquisitions net,-,-,-,-917000
Purchases of investments,-,-2152000,-550000,-451000
Sales/Maturities of investments,-,935000,205000,1846000
Other investing activites,-,-118000,-225000,-131000
Net cash used for investing activites,-,-20300000,-18739000,-21019000
Net change in cash,-,-3640000,10550000,-1758000
Cash at beginning of period,-,30382000,19832000,21590000
Cash at end of period,-,26742000,30382000,19832000
Operating Cash Flow,-,30585000,31081000,23679000
Capital Expenditure,-,-19703000,-18211000,-21373000
Free Cash Flow,-,10882000,12870000,2306000
