Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1945000,2336000,1874000,2554000
Depreciation & amortization,-,1027000,929000,864000
Change in working capital,-,342000,882000,-777000
Inventory,-,-626000,977000,-318000
Other working capital,-,3244000,2887000,-172000
Other non-cash items,-,32000,17000,-29000
Net cash provided by operating activites,-,4250000,3710000,1894000
Investments in property plant and equipment,-,-1006000,-823000,-2066000
Acquisitions net,-,-977000,-1091000,-
Purchases of investments,-,-2114000,-14000,-10000
Sales/Maturities of investments,-,6000,-,5940000
Other investing activites,-,-30000,-22000,-2166000
Net cash used for investing activites,-,-3620000,-1948000,2406000
Net change in cash,-,-1233000,-1217000,2231000
Cash at beginning of period,-,9704000,10921000,8689000
Cash at end of period,-,8470000,9704000,10921000
Operating Cash Flow,-,4250000,3710000,1894000
Capital Expenditure,-,-1006000,-823000,-2066000
Free Cash Flow,-,3244000,2887000,-172000
