Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,7842000,6391000,6006000,3517000
Depreciation & amortization,-,11252000,11561000,10757000
Change in working capital,-,3361000,-39750000,-12488000
Inventory,-,3260000,-,-
Other working capital,-,4009000,-32123000,-5866000
Other non-cash items,-,-11619000,-9025000,-2188000
Net cash provided by operating activites,-,5661000,-31596000,-5866000
Investments in property plant and equipment,-,-1652000,-527000,-
Purchases of investments,-,-12777000,-22815000,-10445000
Sales/Maturities of investments,-,15339000,10293000,3012000
Other investing activites,-,-1007000,127000,-1694000
Net cash used for investing activites,-,-97000,-12922000,-9127000
Net change in cash,-,-14437000,-8706000,13254000
Cash at beginning of period,-,35124000,43831000,30577000
Cash at end of period,-,20686000,35124000,43831000
Operating Cash Flow,-,5661000,-31596000,-5866000
Capital Expenditure,-,-1652000,-527000,-
Free Cash Flow,-,4009000,-32123000,-5866000
