Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,14286000,15084000,15078000,10622000
Depreciation & amortization,10954000,10152000,9793000,11479000
Change in working capital,-3515000,-3542000,-4385000,-560000
Inventory,-1756000,-3712000,-2075000,-476000
Other working capital,9051000,9436000,11436000,14473000
Other non-cash items,-4000,-620000,-517000,715000
Net cash provided by operating activites,20190000,20191000,22054000,23427000
Investments in property plant and equipment,-11139000,-10755000,-10618000,-8954000
Acquisitions net,-,-3545000,-,-
Purchases of investments,-221000,-1244000,-658000,-192000
Sales/Maturities of investments,753000,645000,273000,379000
Other investing activites,-91000,-911000,-1392000,-931000
Net cash used for investing activites,-14069000,-15616000,-11745000,-7987000
Net change in cash,6309000,3081000,7062000,4628000
Cash at beginning of period,56144000,56559000,49498000,44868000
Cash at end of period,63264000,59640000,56559000,49497000
Operating Cash Flow,20190000,20191000,22054000,23427000
Capital Expenditure,-11139000,-10755000,-10618000,-8954000
Free Cash Flow,9051000,9436000,11436000,14473000
