Breakdown,ttm,2/28/2019,2/28/2018,2/28/2017
Net Income,-107343,18940,108514,177435
Depreciation & amortization,-,560675,514462,522312
Change in working capital,-,-585861,164103,-681270
Inventory,-,-640883,138497,-503337
Other working capital,-,-499571,514106,-792722
Other non-cash items,-,21047,22846,16575
Net cash provided by operating activites,-,-1784,724117,-162655
Investments in property plant and equipment,-,-497787,-210011,-630067
Purchases of investments,-,-421164,-350608,-684047
Sales/Maturities of investments,-,367590,358093,363799
Other investing activites,-,-400,-129416,919
Net cash used for investing activites,-,-551761,-331942,-949396
Net change in cash,-,-582565,389830,-1236205
Cash at beginning of period,-,947773,557942,1794147
Cash at end of period,-,365207,947773,557942
Operating Cash Flow,-,-1784,724117,-162655
Capital Expenditure,-,-497787,-210011,-630067
Free Cash Flow,-,-499571,514106,-792722
