Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,2100764,1663809,1654328,1576653
Depreciation & amortization,-,568199,564556,559345
Change in working capital,-,-1854367,-3381100,3175379
Inventory,-,-897576,-271157,1265887
Other working capital,-,915859,-998607,4935449
Other non-cash items,-,26182,365036,287585
Net cash provided by operating activites,-,1227836,-737373,5121722
Investments in property plant and equipment,-,-311977,-261234,-186273
Acquisitions net,-,-300490,-1399022,-
Purchases of investments,-,-349402,-31470,-646900
Sales/Maturities of investments,-,302265,372551,1697511
Other investing activites,-,556,208560,118857
Net cash used for investing activites,-,-699477,-991823,1518904
Net change in cash,-,-432090,-3044456,3950752
Cash at beginning of period,-,3511284,6555741,2604988
Cash at end of period,-,3079194,3511284,6555741
Operating Cash Flow,-,1227836,-737373,5121722
Capital Expenditure,-,-311977,-261234,-186273
Free Cash Flow,-,915859,-998607,4935449
