Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,25948000,27741000,18019000,14662000,12057000
Depreciation & amortization,2170000,2297000,2059000,1890000,1621000
Change in working capital,7438000,9724000,8123000,11720000,20694000
Other working capital,96262000,108320000,85272000,81833000,57058000
Other non-cash items,-1866000,771000,-782000,-447000,-890000
Net cash provided by operating activites,100488000,111795000,89449000,86051000,63137000
Investments in property plant and equipment,-4226000,-3475000,-4177000,-4218000,-6079000
Acquisitions net,-12628000,-2943000,-12887000,-6059000,-132000
Purchases of investments,-400985000,-417465000,-353150000,-469683000,-391486000
Sales/Maturities of investments,324925000,336058000,288610000,386249000,361846000
Other investing activites,57539000,-954000,221000,55230000,156000
Net cash used for investing activites,-101409000,-96855000,-91748000,-104209000,-43929000
Net change in cash,9350000,4425000,9335000,-7609000,12204000
Cash at beginning of period,29712000,38121000,28786000,36395000,24191000
Cash at end of period,38985000,42546000,38121000,28786000,36395000
Operating Cash Flow,100488000,111795000,89449000,86051000,63137000
Capital Expenditure,-4226000,-3475000,-4177000,-4218000,-6079000
Free Cash Flow,96262000,108320000,85272000,81833000,57058000
