Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,24564000,23933000,24829000,23312000
Depreciation & amortization,-,8242000,7788000,6972000
Change in working capital,-,-1911000,-952000,-1966000
Inventory,-,-2058000,-1968000,-2896000
Other working capital,-,19897000,23687000,16864000
Other non-cash items,-,2032000,3153000,713000
Net cash provided by operating activites,-,31091000,36148000,28226000
Investments in property plant and equipment,-,-11194000,-12461000,-11362000
Other investing activites,-,-1742000,-1949000,-1644000
Net cash used for investing activites,-,-13622000,-15245000,-14353000
Net change in cash,-,9756000,14530000,-6538000
Cash at beginning of period,-,60483000,45952000,52491000
Cash at end of period,-,70239000,60483000,45952000
Operating Cash Flow,-,31091000,36148000,28226000
Capital Expenditure,-,-11194000,-12461000,-11362000
Free Cash Flow,-,19897000,23687000,16864000
