Breakdown,9/30/2019,9/30/2018,9/30/2017,9/30/2016
Total Assets,703433,686233,639466,640281
Liabilities,,,,
Total Liabilities,410775,411454,423722,416329
Stockholders' Equity,,,,
Common Stock,447543,447543,382172,382172
Retained Earnings,-41504,-58077,-51299,-42822
Accumulated other comprehensive income,-115182,-116155,-116454,-116772
Total stockholders' equity,290857,273311,214419,222578
Total liabilities and stockholders' equity,703433,686233,639466,640281
