Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,470513,699783,680307,429378
Depreciation & amortization,-,420321,393618,413656
Change in working capital,-,-256224,539716,-269511
Inventory,-,-424468,6647,130503
Other working capital,-,480602,1334836,-64506
Other non-cash items,-,-134075,251251,-343944
Net cash provided by operating activites,-,774159,1849059,217775
Investments in property plant and equipment,-,-293557,-514223,-282281
Acquisitions net,-,-,-782569,-580000
Purchases of investments,-,-27053,-23574,-48631
Sales/Maturities of investments,-,157703,84899,181219
Other investing activites,-,-1,8457,-15032
Net cash used for investing activites,-,-158339,-1221389,-739928
Net change in cash,-,-283006,-330330,98243
Cash at beginning of period,-,5100033,5430363,5332120
Cash at end of period,-,4817026,5100033,5430363
Operating Cash Flow,-,774159,1849059,217775
Capital Expenditure,-,-293557,-514223,-282281
Free Cash Flow,-,480602,1334836,-64506
