Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1325000,1304000,1622000,2724000
Depreciation & amortization,-,920000,924000,896000
Change in working capital,-,-11691000,-36339000,-34520000
Other working capital,-,-8846000,-40165000,-33642000
Other non-cash items,-,-13910000,-4772000,13745000
Net cash provided by operating activites,-,-8379000,-39403000,-32947000
Investments in property plant and equipment,-,-467000,-762000,-695000
Purchases of investments,-,-45294000,-72060000,-53572000
Sales/Maturities of investments,-,47907000,127111000,99876000
Other investing activites,-,-1000,-,-2000
Net cash used for investing activites,-,2153000,54301000,45623000
Net change in cash,-,-9740000,14382000,12162000
Cash at beginning of period,-,131754000,117372000,105210000
Cash at end of period,-,122014000,131754000,117372000
Operating Cash Flow,-,-8379000,-39403000,-32947000
Capital Expenditure,-,-467000,-762000,-695000
Free Cash Flow,-,-8846000,-40165000,-33642000
