Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,-6376000,3967000,-11421000,1739000
Depreciation & amortization,-,11975000,11068000,11045000
Change in working capital,-,-5889000,-3644000,2599000
Inventory,-,-3873000,-3552000,1243000
Other working capital,-,-6282000,-2316000,8311000
Other non-cash items,-,3430000,19735000,4493000
Net cash provided by operating activites,-,14604000,14521000,19237000
Investments in property plant and equipment,-,-20886000,-16837000,-10926000
Purchases of investments,-,-333000,-,-
Sales/Maturities of investments,-,449000,-,-
Other investing activites,-,-1224000,63000,-39000
Net cash used for investing activites,-,-21783000,-16644000,-10931000
Net change in cash,-,-9304000,10355000,4591000
Cash at beginning of period,-,32593000,22237000,17646000
Cash at end of period,-,23288000,32593000,22237000
Operating Cash Flow,-,14604000,14521000,19237000
Capital Expenditure,-,-20886000,-16837000,-10926000
Free Cash Flow,-,-6282000,-2316000,8311000
