Breakdown,7/31/2019,7/31/2018,7/31/2017,7/31/2016
Total Assets,498565,488532,473250,429035
Liabilities,,,,
Total Liabilities,57555,54826,43145,45300
Stockholders' Equity,,,,
Common Stock,10430,10429,9796,9794
Total stockholders' equity,441010,433706,430105,383735
Total liabilities and stockholders' equity,498565,488532,473250,429035
