Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-190.407,-260.773,-233.016,-467.198,-563.35
Sales/Maturities of investments,-,-,-,664.912,-
Other investing activites,-,150,-,134.185,-
Net cash used for investing activites,-40.407,-110.773,-233.016,331.899,-563.35
Common stock issued,247.562,637.6,328,43.629,1062
Common stock repurchased,-,-21.304,-14.586,-,-33.886
Net cash used privided by (used for) financing activities,244.176,616.296,313.414,43.629,1028
Net change in cash,-68.902,114.095,-173.528,108.617,-22.99
Cash at beginning of period,277.5,216.21,389.738,281.121,304.111
Cash at end of period,208.598,330.305,216.21,389.738,281.121
Capital Expenditure,-190.407,-260.773,-233.016,-467.198,-563.35
Free Cash Flow,-463.078,-652.201,-486.942,-734.109,-1051
