Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,21589000,19577000,19684000,16004000
Depreciation & amortization,3688000,1391000,1161000,939000
Change in working capital,378000,-3159000,-3781000,-914000
Other working capital,23863000,16404000,14065000,15781000
Other non-cash items,70000,307000,-90000,-282000
Net cash provided by operating activites,26246000,17749000,15913000,16555000
Investments in property plant and equipment,-2383000,-1345000,-1848000,-774000
Acquisitions net,-10969000,-5151000,-8952000,-15634000
Purchases of investments,-32578000,-2385000,-740000,-473000
Sales/Maturities of investments,4238000,790000,2495000,1947000
Other investing activites,-80000,-225000,136000,108000
Net cash used for investing activites,-42115000,-8783000,-7281000,-14490000
Net change in cash,20828000,3806000,3636000,-1879000
Cash at beginning of period,20974000,23732000,20095000,21975000
Cash at end of period,47145000,27538000,23732000,20095000
Operating Cash Flow,26246000,17749000,15913000,16555000
Capital Expenditure,-2383000,-1345000,-1848000,-774000
Free Cash Flow,23863000,16404000,14065000,15781000
