Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,8383074,8383074,7388701,4932648,3865718
Depreciation & amortization,2413711,2413711,2654117,2536452,2569866
Change in working capital,-598711,-598711,25252,187597,354056
Other working capital,-13553002,-13553002,-23765880,-15642902,5669186
Other non-cash items,1125323,1125323,1065185,1112137,1038482
Net cash provided by operating activites,20119485,20119485,24356678,17968596,6861600
Investments in property plant and equipment,-33672487,-33672487,-48122558,-33611498,-1192414
Purchases of investments,-,-,-76284,-4635266,-584423
Sales/Maturities of investments,-,-,644097,4580610,537327
Other investing activites,1223638,1223638,-567327,4227585,-9276
Net cash used for investing activites,-32424497,-32424497,-48122072,-29438569,-1248786
Net change in cash,-1841257,-1841257,163635,4906853,1509083
Cash at beginning of period,33476906,33476906,32632644,26489565,22146818
Cash at end of period,31635649,31635649,32796280,31396419,23655901
Operating Cash Flow,20119485,20119485,24356678,17968596,6861600
Capital Expenditure,-33672487,-33672487,-48122558,-33611498,-1192414
Free Cash Flow,-13553002,-13553002,-23765880,-15642902,5669186
