Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,201187,201187,146465,131260,95777
Interest Expense,566750,566750,377071,308101,254668
Income Before Tax,172477,172477,103738,91922,70655
Income Tax Expense,-419,-419,-1057,3355,3095
Income from Continuing Operations,172896,172896,104795,88567,67560
Net Income,173736,173736,102886,91980,67551
Net Income available to common shareholders,144835,144835,79186,76320,54651
