Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,58589800,47877300,44453400,40609800
Liabilities,,,,
Total Liabilities,50642600,41343400,38633500,35467900
Stockholders' Equity,,,,
Common Stock,249400,248800,248500,248100
Retained Earnings,1512800,1284800,1040200,949300
Accumulated other comprehensive income,-166900,-256800,-181700,-195000
Total stockholders' equity,7947200,6533900,5819900,5141900
Total liabilities and stockholders' equity,58589800,47877300,44453400,40609800
