Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,577079,498400,624223,654082
Liabilities,,,,
Total Liabilities,73430,5695,5551,8329
Stockholders' Equity,,,,
Common Stock,0,0,0,0
Retained Earnings,93945,83001,173577,168713
Total stockholders' equity,503649,492705,618672,645753
Total liabilities and stockholders' equity,577079,498400,624223,654082
