Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,241000,267000,4665000,5631000
Depreciation & amortization,16178000,5098000,3984000,3557000
Change in working capital,1957000,-49000,875000,45000
Inventory,57000,-7000,-120000,83000
Other working capital,13812000,-974000,4162000,6055000
Other non-cash items,2801000,1607000,94000,475000
Net cash provided by operating activites,25086000,8416000,9862000,9743000
Investments in property plant and equipment,-11274000,-9390000,-5700000,-3688000
Acquisitions net,-,-3374000,-32478000,-4599000
Purchases of investments,-263000,-302000,-283000,-20000
Sales/Maturities of investments,489000,452000,465000,455000
Other investing activites,-403000,-545000,-849000,-917000
Net cash used for investing activites,-12589000,-14210000,-39860000,-8769000
Net change in cash,8082000,-260000,5041000,1077000
Cash at beginning of period,21886000,14798000,11183000,10094000
Cash at end of period,29969000,14398000,14798000,11183000
Operating Cash Flow,25086000,8416000,9862000,9743000
Capital Expenditure,-11274000,-9390000,-5700000,-3688000
Free Cash Flow,13812000,-974000,4162000,6055000
