Breakdown,9/30/2019,9/30/2018,9/30/2017,9/30/2016
Total Assets,847124000,806510000,788325000,777622000
Liabilities,,,,
Total Liabilities,791520000,753798000,737008000,726307000
Stockholders' Equity,,,,
Common Stock,38707000,35982000,34627000,34285000
Retained Earnings,16583000,16673000,16442000,16378000
Accumulated other comprehensive income,306000,46000,237000,629000
Total stockholders' equity,55596000,52701000,51306000,51292000
Total liabilities and stockholders' equity,847124000,806510000,788325000,777622000
