Breakdown,9/30/2019,9/30/2018,9/30/2017,9/30/2016
Total Assets,375654,332440,344279,362772
Liabilities,,,,
Total Liabilities,59490,12579,19962,10781
Stockholders' Equity,,,,
Common Stock,354752,354752,354752,354752
Retained Earnings,1681,-5556,841.688,-2762
Total stockholders' equity,316164,319861,324317,351991
Total liabilities and stockholders' equity,375654,332440,344279,362772
