Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,4599074,3901722,3044993,3080277
Depreciation & amortization,-,1131377,1285267,1107306
Change in working capital,-,341989,-719837,624391
Other working capital,-,2562126,-1287330,3877607
Other non-cash items,-,-175430,-237321,-193436
Net cash provided by operating activites,-,5533749,3567915,4507067
Investments in property plant and equipment,-,-2971623,-4855245,-629460
Acquisitions net,-,-,-235038,-
Purchases of investments,-,-520387,-21748,-1040689
Sales/Maturities of investments,-,57667,5161,486990
Other investing activites,-,-125350,-146736,-245503
Net cash used for investing activites,-,-1554938,-5240076,-1370117
Net change in cash,-,3854089,-3114681,660698
Cash at beginning of period,-,4577417,7692099,7031400
Cash at end of period,-,8431506,4577417,7692099
Operating Cash Flow,-,5533749,3567915,4507067
Capital Expenditure,-,-2971623,-4855245,-629460
Free Cash Flow,-,2562126,-1287330,3877607
