Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,274794,274794,269264,214150,159186
Interest Expense,33903,33903,23777,12671,7607
Income Before Tax,116276,116276,113478,67739,42133
Income Tax Expense,24230,24230,24189,21767,14624
Income from Continuing Operations,92046,92046,89289,45972,27509
Net Income,92046,92046,89289,45972,27509
Net Income available to common shareholders,91596,91596,89289,45972,27334
Basic EPS,-,-,3.02,1.82,1.37
Diluted EPS,-,-,3.01,1.82,1.33
Basic Average Shares,-,-,29566,25211,19965
Diluted Average Shares,-,-,29707,25291,20733
