Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,32798131,27230431,25834324,27505576
Liabilities,,,,
Total Liabilities,27871963,23134512,22278500,24093414
Stockholders' Equity,,,,
Common Stock,4175222,3653410,3465241,3460732
Retained Earnings,-,-,0,-34311
Total stockholders' equity,4926168,4095919,3555824,3412162
Total liabilities and stockholders' equity,32798131,27230431,25834324,27505576
