Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,44509000,44781000,44466000,43871000
Depreciation & amortization,-,10260000,9691000,10647000
Change in working capital,-,788732000,2909433000,1404189000
Other working capital,-,766358000,2538447000,1149222000
Other non-cash items,-,-136570000,-615419000,-431318000
Net cash provided by operating activites,-,792853000,2543638000,1157771000
Investments in property plant and equipment,-,-26495000,-5191000,-8549000
Purchases of investments,-,-4355029000,-4321520000,-4373235000
Sales/Maturities of investments,-,4905166000,4131893000,4884333000
Other investing activites,-,-2000,-,-1000
Net cash used for investing activites,-,523793000,-192401000,502548000
Net change in cash,-,1069986000,2115366000,1533987000
Cash at beginning of period,-,11783706000,9668340000,8134353000
Cash at end of period,-,12853693000,11783706000,9668340000
Operating Cash Flow,-,792853000,2543638000,1157771000
Capital Expenditure,-,-26495000,-5191000,-8549000
Free Cash Flow,-,766358000,2538447000,1149222000
