Breakdown,ttm,2/28/2019,2/28/2018,2/28/2017
Net Income,-2004750,-2013552,51653,114108
Depreciation & amortization,-,449949,501981,452713
Change in working capital,-,923460,-330397,-296370
Inventory,-,730275,-235900,-600958
Other working capital,-,-418441,-522957,362274
Other non-cash items,-,78598,-28088,89694
Net cash provided by operating activites,-,-116738,159824,617627
Investments in property plant and equipment,-,-301703,-682781,-255353
Acquisitions net,-,-,-,-703000
Purchases of investments,-,-600000,-,-
Sales/Maturities of investments,-,1200220,-,49426
Other investing activites,-,28144,394099,-94967
Net cash used for investing activites,-,333512,-288682,-995480
Net change in cash,-,143191,-202566,-427816
Cash at beginning of period,-,626593,829160,1256976
Cash at end of period,-,769785,626593,829160
Operating Cash Flow,-,-116738,159824,617627
Capital Expenditure,-,-301703,-682781,-255353
Free Cash Flow,-,-418441,-522957,362274
