Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,5841000,6552000,6116000,6686000
Depreciation & amortization,-,5050000,4381000,2874000
Change in working capital,-,-1275000,-3736000,-2774000
Inventory,-,-1084000,-1815000,-2124000
Other working capital,-,1585000,499000,766000
Other non-cash items,-,299000,484000,466000
Net cash provided by operating activites,-,10664000,7243000,6753000
Investments in property plant and equipment,-,-9079000,-6744000,-5987000
Acquisitions net,-,-,-215000,-
Purchases of investments,-,-117000,-16000,-268000
Sales/Maturities of investments,-,113000,-,150000
Other investing activites,-,-232000,-497000,-425000
Net cash used for investing activites,-,-9315000,-7472000,-6530000
Net change in cash,-,4723000,2911000,-2533000
Cash at beginning of period,-,13154000,10242000,12775000
Cash at end of period,-,18090000,13154000,10242000
Operating Cash Flow,-,10664000,7243000,6753000
Capital Expenditure,-,-9079000,-6744000,-5987000
Free Cash Flow,-,1585000,499000,766000
