Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,34532,31246,42581,34084
Liabilities,,,,
Total Liabilities,4025,564.311,308.5,836.6
Stockholders' Equity,,,,
Common Stock,3340,2784,2784,2320
Retained Earnings,-,-50481,-38891,-32299
Total stockholders' equity,30507,30682,42273,33248
Total liabilities and stockholders' equity,34532,31246,42581,34084
