Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1720454,2728996,1781816,1341199
Depreciation & amortization,-,1503669,1377570,1205183
Change in working capital,-,457581,1035387,-242417
Inventory,-,18872,14613,5400
Other working capital,-,2137143,783800,1128323
Other non-cash items,-,327831,387651,433902
Net cash provided by operating activites,-,4455654,3785318,2239727
Investments in property plant and equipment,-,-2318511,-3001518,-1111404
Acquisitions net,-,-27829,-2349669,-1000
Sales/Maturities of investments,-,18103,329977,-
Other investing activites,-,-194735,-76530,-98591
Net cash used for investing activites,-,-2517813,-3700123,-1204635
Net change in cash,-,2140332,2866720,2942081
Cash at beginning of period,-,7989773,5123052,2180971
Cash at end of period,-,10130105,7989773,5123052
Operating Cash Flow,-,4455654,3785318,2239727
Capital Expenditure,-,-2318511,-3001518,-1111404
Free Cash Flow,-,2137143,783800,1128323
