Breakdown,ttm,3/31/2019,12/31/2017,12/31/2016
Net Income,134670,174346,394526,261142
Depreciation & amortization,-,856540,831913,769050
Change in working capital,-,-79739,-43411,-7184
Inventory,-,7326,-894,5519
Other working capital,-,822533,908615,460686
Other non-cash items,-,173163,109141,221465
Net cash provided by operating activites,-,1146108,1354728,842935
Investments in property plant and equipment,-,-323575,-446113,-382249
Other investing activites,-,-47,659,373
Net cash used for investing activites,-,-323622,-445454,-381876
Net change in cash,-,-70954,121631,152716
Cash at beginning of period,-,1363222,1512146,1359429
Cash at end of period,-,1292267,1633778,1512146
Operating Cash Flow,-,1146108,1354728,842935
Capital Expenditure,-,-323575,-446113,-382249
Free Cash Flow,-,822533,908615,460686
