Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-306.99,-679.538,-1817,-727.323,-84.941
Acquisitions net,-,-,-176,-,-
Other investing activites,-,-,-,-,-500
Net cash used for investing activites,-330.99,-679.538,-1293,-727.323,-584.941
Common stock issued,-,1164,1360,610,1778
Common stock repurchased,-,-108.5,-88.632,-37.515,-106.502
Net cash used privided by (used for) financing activities,484.389,1056,1379,1124,1672
Net change in cash,-279.101,-167.194,-466.948,-92.817,602.595
Cash at beginning of period,282.115,446.364,910.767,1002,399.278
Cash at end of period,3.014,279.17,446.364,910.767,1002
Capital Expenditure,-306.99,-679.538,-1817,-727.323,-84.941
Free Cash Flow,-739.49,-1223,-2370,-1217,-569.033
