Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,5384000,5084000,4467000,4778000
Depreciation & amortization,-,3778000,3236000,3358000
Change in working capital,-,9779000,7594000,-2431000
Inventory,-,-1208000,-401000,1201000
Other working capital,-,16089000,8550000,-3793000
Other non-cash items,-,-791000,-1209000,-2718000
Net cash provided by operating activites,-,18229000,16783000,1116000
Investments in property plant and equipment,-,-2140000,-8233000,-4909000
Purchases of investments,-,-3393000,-708000,-1291000
Sales/Maturities of investments,-,1928000,850000,243000
Other investing activites,-,-10000,-141000,126000
Net cash used for investing activites,-,-3359000,-8201000,-6736000
Net change in cash,-,14460000,4461000,-3929000
Cash at beginning of period,-,24781000,20319000,24248000
Cash at end of period,-,39242000,24781000,20319000
Operating Cash Flow,-,18229000,16783000,1116000
Capital Expenditure,-,-2140000,-8233000,-4909000
Free Cash Flow,-,16089000,8550000,-3793000
