Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Acquisitions net,-,2.63,-,-,-
Other investing activites,-,-,-400,-,-
Net cash used for investing activites,-,2.63,-400,-,-
Debt repayment,-,-,-,-,-350.321
Common stock issued,-,-,565.5,-,-
Other financing activites,-,-,60,-,-
Net cash used privided by (used for) financing activities,171.738,169.163,649.231,190.5,-239.106
Net change in cash,-1.436,-23.714,27.85,-1.191,-11.162
Cash at beginning of period,3.545,28.464,0.614,1.805,12.967
Cash at end of period,2.109,4.75,28.464,0.614,1.805
Free Cash Flow,-173.174,-195.507,-221.381,-191.691,227.944
