Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,2197437,2197437,2774740,1998647,1167379
Depreciation & amortization,1231606,1231606,1185164,1239835,1249631
Change in working capital,15321,15321,-114941,-135661,-45152
Inventory,89303,89303,-28518,-170232,-95755
Other working capital,2215731,2215731,3270570,2398509,612084
Other non-cash items,-67624,-67624,65858,158955,-317122
Net cash provided by operating activites,3282286,3282286,3845837,3499524,2333293
Investments in property plant and equipment,-1066555,-1066555,-575267,-1101015,-1721209
Purchases of investments,-3150,-3150,-2997,-3121,-2749
Sales/Maturities of investments,-,-,162967,3,200
Other investing activites,-149952,-149952,-55828,-79116,-123234
Net cash used for investing activites,-1199956,-1199956,-121812,-1166997,-1827221
Net change in cash,719164,719164,2735869,1769813,-279152
Cash at beginning of period,8504741,8504741,5768871,3999058,4278210
Cash at end of period,9223906,9223906,8504741,5768871,3999058
Operating Cash Flow,3282286,3282286,3845837,3499524,2333293
Capital Expenditure,-1066555,-1066555,-575267,-1101015,-1721209
Free Cash Flow,2215731,2215731,3270570,2398509,612084
