Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,537599,295317,321507,559621
Depreciation & amortization,-,206236,226857,217978
Change in working capital,-,-62953,-157514,315497
Inventory,-,-22744,19414,-10784
Other working capital,-,-957697,-667413,928356
Other non-cash items,-,72098,78490,-48207
Net cash provided by operating activites,-,533986,327645,1146937
Investments in property plant and equipment,-,-1491683,-995058,-218581
Acquisitions net,-,-3211,-,-
Purchases of investments,-,-945836,-234914,-351489
Sales/Maturities of investments,-,945079,319708,121168
Other investing activites,-,457,97331,101883
Net cash used for investing activites,-,-809591,-788481,-302119
Net change in cash,-,-226778,-650072,1685670
Cash at beginning of period,-,3526395,4176468,2490797
Cash at end of period,-,3299617,3526395,4176468
Operating Cash Flow,-,533986,327645,1146937
Capital Expenditure,-,-1491683,-995058,-218581
Free Cash Flow,-,-957697,-667413,928356
