Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,4852000,4464000,3870000,4521000
Depreciation & amortization,-,5995000,6191000,6265000
Change in working capital,-,-1020000,-674000,-602000
Inventory,-,-710000,85000,170000
Other working capital,-,1092000,3068000,2965000
Other non-cash items,-,-538000,-1371000,-572000
Net cash provided by operating activites,-,7925000,7391000,11454000
Investments in property plant and equipment,-,-6833000,-4323000,-8489000
Acquisitions net,-,-394000,-117000,-1789000
Purchases of investments,-,-33000,-12000,-562000
Sales/Maturities of investments,-,-,-,3792000
Other investing activites,-,-165000,-112000,-78000
Net cash used for investing activites,-,-7509000,-4460000,-7017000
Net change in cash,-,198000,-6959000,1087000
Cash at beginning of period,-,9847000,16199000,15039000
Cash at end of period,-,10045000,9847000,16199000
Operating Cash Flow,-,7925000,7391000,11454000
Capital Expenditure,-,-6833000,-4323000,-8489000
Free Cash Flow,-,1092000,3068000,2965000
