Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,13142000,12136000,11829000,11346000
Depreciation & amortization,-,38624000,35996000,34035000
Change in working capital,-,-12108000,-7114000,-18643000
Inventory,-,-11448000,-4902000,-17730000
Other working capital,-,41362000,41046000,33472000
Other non-cash items,-,2214000,2379000,3166000
Net cash provided by operating activites,-,41362000,41046000,33472000
Acquisitions net,-,-6539000,-12809000,-5795000
Purchases of investments,-,-875000,-549000,-1092000
Sales/Maturities of investments,-,110000,4480000,0
Other investing activites,-,-62604000,-56576000,-60862000
Net cash used for investing activites,-,-64712000,-64140000,-66351000
Net change in cash,-,-15363000,23552000,-168000
Cash at beginning of period,-,135599000,112046000,111977000
Cash at end of period,-,120310000,135599000,112046000
Operating Cash Flow,-,41362000,41046000,33472000
Free Cash Flow,-,41362000,41046000,33472000
