Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,2001657,1795703,979383,848728
Liabilities,,,,
Total Liabilities,1802428,1610259,885190,788656
Stockholders' Equity,,,,
Common Stock,151165,150419,65274,36538
Retained Earnings,54706,35192,27532,23291
Accumulated other comprehensive income,-1510,-167,1387,243
Total stockholders' equity,199229,185444,94193,60072
Total liabilities and stockholders' equity,2001657,1795703,979383,848728
