Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,131587,131587,136968,148828,146147
Depreciation & amortization,8608,8608,6652,2196,1925
Change in working capital,-131659,-131659,-257425,-242953,-214687
Other working capital,84088,84088,-25040,-31347,-60687
Other non-cash items,49446,49446,42870,41988,24068
Net cash provided by operating activites,92675,92675,-9383,-14608,-44044
Investments in property plant and equipment,-8587,-8587,-15657,-16739,-16643
Acquisitions net,-,-,0,-9460,-117967
Purchases of investments,-2516372,-2516372,-2649914,-5520321,-5372696
Sales/Maturities of investments,2516928,2516928,2677710,5567992,5301584
Other investing activites,-,-,-,-5917,-2000
Net cash used for investing activites,-7835,-7835,12139,15557,-207722
Net change in cash,13684,13684,4474,8031,-53039
Cash at beginning of period,41707,41707,37235,29208,82572
Cash at end of period,55310,55310,41707,37235,29208
Operating Cash Flow,92675,92675,-9383,-14608,-44044
Capital Expenditure,-8587,-8587,-15657,-16739,-16643
Free Cash Flow,84088,84088,-25040,-31347,-60687
