Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,530324,889324,1292953,1028016
Depreciation & amortization,-,358244,357424,337528
Change in working capital,-,-110692,-244251,625474
Inventory,-,-732637,281978,-113541
Other working capital,-,1072289,737006,1496427
Other non-cash items,-,-800,5410,-2157
Net cash provided by operating activites,-,1463220,1082272,2034473
Investments in property plant and equipment,-,-390931,-345266,-538046
Purchases of investments,-,-84687,-,-
Sales/Maturities of investments,-,-,-,56500
Other investing activites,-,9713,-33671,-14316
Net cash used for investing activites,-,-465905,-378937,-495862
Net change in cash,-,860669,549950,1323693
Cash at beginning of period,-,7873028,7323078,5999385
Cash at end of period,-,8733698,7873028,7323078
Operating Cash Flow,-,1463220,1082272,2034473
Capital Expenditure,-,-390931,-345266,-538046
Free Cash Flow,-,1072289,737006,1496427
