Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,3370000,5087000,6086000,5566000
Depreciation & amortization,4420000,3583000,3315000,3165000
Change in working capital,-2805000,-3007000,-109000,-882000
Inventory,-2824000,-2372000,-323000,-1244000
Other working capital,-1142000,1425000,6682000,5231000
Other non-cash items,987000,430000,254000,126000
Net cash provided by operating activites,6458000,6587000,10246000,9045000
Investments in property plant and equipment,-7600000,-5162000,-3564000,-3814000
Acquisitions net,-,-6491000,-,-
Purchases of investments,-4335000,-7546000,-32985000,-22343000
Sales/Maturities of investments,4770000,26120000,29855000,20220000
Other investing activites,93000,-16000,-93000,2000
Net cash used for investing activites,-13547000,6921000,-6776000,-5920000
Net change in cash,-15460000,9139000,760000,679000
Cash at beginning of period,29760000,13640000,12880000,12200000
Cash at end of period,14434000,22779000,13640000,12880000
Operating Cash Flow,6458000,6587000,10246000,9045000
Capital Expenditure,-7600000,-5162000,-3564000,-3814000
Free Cash Flow,-1142000,1425000,6682000,5231000
