Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,2808000,2808000,1893000,1615000,1447000
Depreciation & amortization,1206000,1206000,847000,638000,405000
Change in working capital,946000,946000,-1204000,505000,-2220000
Other working capital,3889000,3889000,548000,1918000,-649000
Other non-cash items,58000,58000,14000,20000,-72000
Net cash provided by operating activites,4798000,4798000,1873000,2834000,-201000
Investments in property plant and equipment,-909000,-909000,-1325000,-916000,-448000
Purchases of investments,-53000,-53000,-111000,-5775000,-500000
Sales/Maturities of investments,0,0,22000,0,7000
Other investing activites,-29000,-107000,-59000,-99000,764000
Net cash used for investing activites,-1051000,-1051000,-1475000,-6857000,-163000
Net change in cash,3151000,3151000,207000,-4728000,-1066000
Cash at beginning of period,6722000,6722000,6515000,11244000,12310000
Cash at end of period,9873000,9873000,6722000,6515000,11244000
Operating Cash Flow,4798000,4798000,1873000,2834000,-201000
Capital Expenditure,-909000,-909000,-1325000,-916000,-448000
Free Cash Flow,3889000,3889000,548000,1918000,-649000
