Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,672798,959060,885746,845312
Depreciation & amortization,-,933580,747773,709865
Change in working capital,-,-1038046,-66737,744486
Inventory,-,44783,-1607788,1984961
Other working capital,-,-109060,167328,1288819
Other non-cash items,-,407905,-339183,650103
Net cash provided by operating activites,-,1149256,1271514,2947443
Investments in property plant and equipment,-,-1258316,-1104186,-1658624
Acquisitions net,-,-253233,-200000,-
Purchases of investments,-,-1234073,-597688,-605012
Sales/Maturities of investments,-,420807,302826,2488340
Other investing activites,-,-40016,-44226,-46022
Net cash used for investing activites,-,-2357703,-1642896,309221
Net change in cash,-,-1611544,-557811,3052038
Cash at beginning of period,-,10452102,11009914,7957876
Cash at end of period,-,8840558,10452102,11009914
Operating Cash Flow,-,1149256,1271514,2947443
Capital Expenditure,-,-1258316,-1104186,-1658624
Free Cash Flow,-,-109060,167328,1288819
