Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,1722069,1659536,1629422,1387598
Liabilities,,,,
Total Liabilities,945751,829061,758694,596662
Stockholders' Equity,,,,
Common Stock,58.766,58.775,58.847,53.042
Retained Earnings,-221120,-169657,4444,-
Accumulated other comprehensive income,-,-,-139391,-153544
Total stockholders' equity,776318,830475,870728,790936
Total liabilities and stockholders' equity,1722069,1659536,1629422,1387598
