Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,8009000,5937000,4699000,4420000
Depreciation & amortization,-,3771000,3556000,3429000
Change in working capital,-,-892000,-1278000,-1185000
Inventory,-,-25000,-7000,-11000
Other working capital,-,4842000,3747000,3261000
Other non-cash items,-,315000,480000,604000
Net cash provided by operating activites,-,8705000,7592000,6486000
Investments in property plant and equipment,-,-3863000,-3845000,-3225000
Acquisitions net,-,0,-1000,-119000
Purchases of investments,-,-563000,-1823000,-1483000
Sales/Maturities of investments,-,645000,1192000,1089000
Other investing activites,-,-71000,-41000,-68000
Net cash used for investing activites,-,-3680000,-4373000,-3528000
Net change in cash,-,3186000,679000,1848000
Cash at beginning of period,-,20710000,19996000,18147000
Cash at end of period,-,23896000,20710000,19996000
Operating Cash Flow,-,8705000,7592000,6486000
Capital Expenditure,-,-3863000,-3845000,-3225000
Free Cash Flow,-,4842000,3747000,3261000
